ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
547,A,Ship,3,1,198,4,medium,F,44,2848
548,B,Flight,4,4,141,2,low,F,30,1130
549,F,Ship,3,2,98,3,medium,F,60,1057
550,D,Ship,3,3,233,3,low,F,5,4976
551,D,Ship,4,4,239,3,medium,F,7,5297
552,F,Ship,3,5,193,2,low,F,10,5776
553,F,Road,6,5,246,4,medium,M,2,1581
554,C,Ship,2,4,177,3,medium,M,48,1113
555,A,Ship,5,5,244,2,low,M,10,5794
556,B,Ship,3,3,203,3,medium,F,8,5929
557,D,Flight,4,4,210,2,high,M,6,4076
558,C,Ship,4,2,198,3,medium,M,10,5487
559,D,Road,5,4,189,2,low,F,4,5575
560,A,Ship,4,1,224,4,medium,F,5,4887
561,D,Flight,5,2,197,4,high,M,4,4339
562,F,Road,5,4,244,5,medium,F,1,1320
563,C,Road,4,5,253,2,medium,F,43,2589
564,B,Road,3,5,166,2,medium,M,6,4523
565,F,Ship,3,3,135,3,low,M,8,1074
566,D,Road,4,3,260,5,low,F,8,1756
567,F,Flight,5,3,228,5,high,M,9,1924
568,B,Ship,6,4,278,4,low,M,3,1141
569,D,Road,4,5,233,3,medium,F,43,3856
570,D,Ship,4,5,242,2,low,M,4,5341
571,F,Ship,3,5,275,3,low,M,6,5148
572,F,Road,5,2,224,2,medium,F,10,5674
573,F,Ship,2,4,204,10,low,F,4,4679
574,F,Ship,3,3,152,3,medium,M,5,1385
575,A,Ship,3,2,214,2,medium,F,9,4512
576,A,Ship,3,1,185,4,low,F,35,3648
577,F,Flight,3,5,138,3,low,F,37,1266
578,F,Ship,5,2,184,3,medium,F,8,4581
579,F,Ship,3,2,148,3,medium,F,64,1280
580,A,Ship,5,4,275,2,medium,M,10,5395
581,F,Road,5,5,192,3,medium,F,37,2197
582,D,Flight,2,1,181,4,low,F,2,4747
583,B,Road,2,3,151,3,low,F,23,1930
584,F,Ship,5,3,210,7,medium,F,4,4362
585,B,Ship,4,2,158,4,low,F,45,1758
586,C,Flight,3,1,239,3,low,M,2,4425
587,F,Flight,3,5,102,6,medium,M,3,1341
588,F,Ship,6,4,250,4,low,M,3,1490
589,F,Road,4,4,214,3,medium,F,1,4717
590,D,Ship,3,5,241,3,low,M,2,4976
591,F,Road,4,4,179,3,medium,M,5,4061
592,D,Ship,3,3,171,4,low,M,8,4502
593,C,Ship,6,4,258,4,low,M,9,1104
594,F,Ship,5,4,264,3,medium,M,2,5716
595,A,Road,2,2,152,3,low,F,61,1800
596,F,Ship,6,4,292,4,medium,M,8,1779
597,A,Ship,4,5,102,5,low,F,3,5767
598,F,Road,3,1,201,6,medium,M,10,5077
599,A,Flight,3,4,135,3,low,M,11,1740
600,C,Road,6,4,286,4,medium,F,5,4262
601,D,Ship,3,1,255,5,low,F,1,2713
602,B,Road,3,1,225,2,low,F,2,4438
603,A,Ship,3,2,199,2,medium,M,10,4659
604,C,Flight,3,1,223,3,medium,F,4,4495
605,F,Flight,2,3,226,2,medium,M,2,4566
606,B,Flight,5,1,266,5,medium,F,2,1798
607,C,Road,6,1,255,4,low,M,5,1253
608,A,Ship,3,1,219,8,low,M,2,5334
609,F,Flight,6,5,308,4,low,F,7,1078
610,D,Road,4,2,261,5,medium,M,5,1073
611,C,Flight,3,4,189,2,medium,M,12,2888
612,F,Ship,3,5,133,3,medium,F,4,5902
613,D,Ship,4,5,270,4,low,M,65,1818
614,A,Ship,3,4,240,2,medium,F,2,3729
615,B,Ship,3,5,243,3,medium,M,4,3189
616,F,Ship,3,3,190,7,medium,F,7,2400
617,F,Ship,2,1,170,3,low,M,41,1128
618,D,Ship,4,4,169,4,medium,F,8,5493
619,D,Flight,6,3,289,5,medium,F,1,1949
620,D,Ship,5,4,141,3,medium,M,64,1677
621,F,Road,6,1,243,4,high,F,22,3537
622,D,Flight,3,5,157,4,medium,M,26,1969
623,D,Ship,3,2,254,2,medium,F,2,3239
624,D,Ship,5,3,264,10,medium,F,34,3441
625,D,Ship,4,1,248,2,medium,M,4,5783
626,C,Ship,3,4,205,8,medium,M,1,4977
627,C,Ship,4,1,193,3,low,F,3,5919
628,A,Ship,3,2,204,2,high,M,7,5961
629,C,Flight,4,3,142,4,medium,M,12,1396
630,F,Ship,3,4,239,4,medium,F,8,4537
631,F,Ship,4,2,167,3,low,M,21,1637
632,D,Ship,2,3,159,3,medium,F,39,1477
633,F,Flight,5,1,182,2,medium,F,23,2707
634,B,Flight,3,1,191,3,low,M,1,4705
635,D,Ship,4,4,223,10,low,M,24,3271
636,F,Ship,2,5,123,4,medium,M,8,4042
637,D,Ship,3,3,211,4,high,F,22,2942
638,D,Ship,3,4,110,3,low,F,55,1281
639,C,Road,4,5,142,2,low,M,2,5150
640,D,Ship,4,5,184,2,medium,F,2,4429
641,D,Ship,4,2,157,4,low,F,6,4964
642,D,Flight,4,4,268,3,medium,M,10,4531
643,A,Ship,4,1,265,3,low,F,4,4249
644,F,Ship,5,2,262,5,low,M,4,1509
645,F,Ship,4,2,239,4,medium,M,8,4039
646,D,Ship,2,3,198,2,medium,F,6,1730
647,F,Ship,4,4,154,3,low,M,52,1367
648,A,Ship,4,2,202,3,medium,M,7,5821
649,C,Ship,6,2,146,3,low,F,62,1936
650,B,Ship,5,1,236,5,medium,F,3,1699
651,F,Ship,3,5,149,3,low,F,9,5412
652,B,Ship,4,4,185,3,low,M,13,2080
653,F,Road,5,1,217,2,low,F,9,4345
654,B,Ship,4,5,157,3,medium,F,2,4343
655,A,Road,4,5,274,10,medium,F,5,3910
656,B,Ship,5,1,262,5,medium,M,4,1196
657,F,Ship,2,1,238,2,low,F,4,4992
658,B,Ship,4,3,235,3,medium,F,4,4739
659,C,Ship,3,2,139,5,low,M,8,4595
660,A,Ship,5,1,254,6,low,M,1,1021
661,A,Road,3,1,228,2,low,F,7,4977
662,C,Ship,3,3,271,4,high,M,3,4006
663,B,Flight,3,2,261,2,medium,M,10,4035
664,A,Flight,3,3,217,2,high,F,9,5554
665,B,Ship,6,4,256,4,low,F,9,1676
666,B,Ship,5,2,269,5,medium,F,9,1165
667,C,Flight,6,5,253,4,medium,M,1,1977
668,F,Road,3,5,286,3,medium,F,12,3817
669,C,Flight,4,2,252,3,low,F,1,4176
670,B,Flight,3,2,152,3,medium,F,7,4244
671,F,Ship,4,5,245,2,low,F,19,2616
672,C,Ship,3,5,168,3,low,M,8,5877
673,D,Flight,5,5,236,3,high,M,34,3455
674,C,Ship,4,4,203,2,low,F,4,4793
675,F,Ship,5,3,198,4,high,M,65,3407
676,B,Ship,3,4,215,3,high,F,5,4670
677,B,Road,3,4,261,2,medium,F,1,3398
678,B,Flight,5,2,278,2,low,F,17,2493
679,A,Ship,4,5,252,3,medium,F,4,5017
680,F,Ship,3,1,207,2,low,F,7,5596
681,B,Ship,3,3,157,3,medium,M,10,4877
682,B,Flight,4,5,234,3,medium,F,10,4204
683,D,Ship,4,3,207,5,high,F,6,4145
684,D,Ship,5,4,138,2,medium,M,38,1803
685,A,Flight,4,5,196,5,low,F,2,5840
686,A,Flight,7,1,302,4,low,M,4,1647
687,C,Road,4,3,192,3,low,F,10,4068
688,B,Flight,5,4,258,2,medium,F,24,2878
689,F,Ship,4,4,243,5,medium,M,2,1842
690,A,Ship,5,5,238,6,low,F,3,1965
691,F,Ship,7,4,247,4,low,F,9,1228
692,B,Flight,3,4,184,3,low,F,2,4875
693,D,Ship,4,4,233,4,low,M,3,5849
694,C,Ship,3,1,219,2,medium,F,10,4390
695,A,Ship,3,1,183,2,medium,F,3,4042
696,B,Ship,4,1,151,2,low,M,42,1367
697,C,Road,3,4,232,5,medium,M,7,5653
698,F,Ship,5,5,152,6,medium,M,2,4915
699,F,Ship,2,3,264,2,low,F,63,2896
700,F,Ship,2,2,201,3,high,M,2,4865
701,F,Ship,3,4,272,3,low,M,44,2548
702,C,Ship,6,3,310,4,low,F,2,1817
703,B,Ship,6,5,295,4,medium,M,5,1963
704,D,Ship,5,1,252,5,low,M,4,1308
705,F,Road,3,5,264,2,medium,F,1,3947
706,B,Ship,5,3,237,5,medium,F,4,1733
707,D,Ship,4,5,232,2,low,M,54,2526
708,D,Ship,4,4,264,2,medium,F,12,2203
709,D,Ship,4,3,143,2,medium,F,64,1910
710,A,Ship,3,1,201,3,low,F,3,4556
711,C,Ship,3,2,146,3,high,F,4,5846
712,A,Road,3,3,137,3,high,M,7,5794
713,B,Ship,4,5,234,3,low,F,4,5100
714,C,Ship,3,4,175,2,low,F,2,1072
715,B,Road,5,5,265,5,medium,F,8,1867
716,A,Ship,6,4,265,4,low,F,9,1511
717,D,Road,4,4,146,2,medium,F,5,4356
718,A,Ship,4,1,269,5,medium,M,3,4534
719,F,Ship,3,1,204,3,medium,M,4,4619
720,F,Flight,4,4,263,2,medium,M,2,5797
721,B,Ship,4,1,227,2,high,M,60,3080
722,F,Flight,5,1,170,3,medium,F,48,1299
723,B,Ship,3,1,180,7,medium,M,10,5536
724,A,Ship,6,5,246,5,high,F,3,4660
725,B,Ship,2,2,157,3,medium,F,9,4547
726,B,Ship,2,4,238,3,medium,M,4,5782
727,F,Ship,5,5,247,10,medium,F,61,2206
728,F,Road,5,2,191,4,low,F,3,5578
729,F,Ship,7,2,282,5,low,M,6,1744
730,F,Flight,5,3,98,5,medium,M,44,1269
731,C,Ship,3,5,141,3,medium,M,10,5775
732,F,Road,4,2,227,3,low,M,2,4318
733,D,Road,3,2,111,2,low,F,4,4245
734,B,Ship,6,1,138,3,low,M,6,1604
735,A,Ship,4,4,149,2,medium,F,19,1665
736,F,Ship,4,2,169,3,medium,F,7,1897
737,A,Ship,5,5,246,5,medium,M,6,1053
738,B,Flight,5,4,260,4,low,M,4,5911
739,A,Ship,3,4,263,3,medium,F,2,5741
740,D,Ship,5,5,262,5,low,M,9,1400
741,B,Ship,5,4,223,5,low,F,2,1713
742,F,Ship,4,1,196,4,low,F,3,5496
743,A,Road,3,1,236,3,medium,F,8,5341
744,D,Ship,2,2,137,3,low,F,20,1823
745,B,Flight,3,5,162,3,medium,M,1,4480
746,F,Flight,4,1,273,2,high,F,10,5832
747,F,Ship,3,2,213,3,medium,M,10,5993
748,D,Road,3,3,196,3,low,M,9,4431
749,D,Ship,2,5,277,3,medium,M,6,1032
750,B,Ship,3,3,188,5,low,M,25,3992
751,D,Ship,7,2,307,4,low,M,8,1551
752,F,Ship,3,2,225,3,low,F,59,3488
753,B,Flight,4,3,149,3,medium,M,17,1990
754,D,Flight,4,3,266,6,medium,F,5,5209
755,F,Ship,3,1,187,2,low,M,6,5448
756,F,Ship,5,1,174,6,medium,M,44,1635
757,F,Road,4,1,182,3,medium,M,28,2005
758,F,Ship,3,2,184,3,medium,F,8,4994
759,F,Ship,6,1,306,4,low,F,4,1449
760,F,Road,7,5,296,4,low,M,8,1686
761,D,Ship,3,2,204,3,low,F,8,4586
762,F,Ship,5,1,187,4,medium,F,8,5164
763,B,Ship,4,4,266,3,medium,F,5,4641
764,B,Road,3,2,178,2,medium,F,22,1247
765,A,Ship,4,5,140,3,medium,F,8,4956
766,B,Ship,7,4,296,4,low,F,8,1717
767,F,Road,3,3,273,4,low,M,12,2151
768,F,Ship,5,5,262,5,low,M,6,1887
769,A,Ship,6,4,268,4,medium,M,5,4126
770,B,Flight,4,5,154,2,low,F,49,1532
771,B,Ship,5,3,257,5,low,F,8,1409
772,B,Ship,4,2,161,3,low,F,4,5947
773,F,Ship,4,3,197,3,medium,F,6,5395
774,D,Flight,4,2,177,3,low,F,44,1233
775,C,Ship,6,1,244,4,low,F,7,1007
776,F,Road,4,1,145,2,low,F,2,5209
777,F,Road,6,1,163,4,high,M,3,4031
778,C,Flight,4,4,140,3,medium,F,4,1467
779,F,Ship,4,3,164,4,medium,M,1,4257
780,C,Ship,4,3,244,2,low,M,10,4486
781,F,Road,4,3,174,3,low,F,3,4846
782,A,Ship,3,1,223,3,low,F,22,3795
783,A,Ship,2,2,251,6,medium,F,1,4165
784,B,Flight,3,5,202,4,medium,F,7,4458
785,F,Ship,4,3,175,3,low,F,9,4840
786,A,Ship,5,3,197,4,low,F,2,2222
787,D,Flight,7,3,302,4,medium,F,7,1915
788,C,Ship,6,5,229,8,medium,F,2,4271
789,C,Ship,3,5,150,2,medium,M,10,5944
790,C,Ship,5,5,230,10,high,F,3,5391
791,B,Ship,3,4,172,3,low,M,56,1103
792,D,Ship,3,1,249,2,medium,F,1,5190
793,C,Road,5,5,128,5,low,M,34,1008
794,A,Road,3,5,139,2,medium,M,64,1857
795,B,Ship,4,3,218,2,low,F,7,4423
796,C,Ship,2,3,234,4,low,M,44,3134
797,B,Ship,3,2,243,3,medium,M,31,3943
798,B,Ship,4,2,268,3,low,F,3,5488
799,C,Ship,3,2,165,2,low,F,24,1966
800,C,Ship,2,3,140,3,low,F,23,1372
801,A,Road,5,3,236,3,medium,M,7,3589
802,F,Ship,3,5,167,2,low,F,2,4141
803,D,Ship,7,5,269,4,medium,F,9,1835
804,B,Road,4,1,259,3,medium,M,5,4435
805,F,Ship,3,2,168,3,medium,M,10,4979
806,C,Ship,4,2,139,5,low,F,52,1977
807,B,Ship,3,4,151,3,low,M,16,1020
808,F,Ship,3,3,240,3,low,F,4,5056
809,D,Ship,4,3,227,3,medium,M,10,5782
810,F,Ship,4,2,239,3,medium,F,5,5978
811,B,Ship,3,1,229,2,medium,F,12,3111
812,F,Ship,3,1,231,2,low,F,12,2123
813,C,Ship,4,3,167,3,medium,M,5,5791
814,F,Ship,5,4,271,4,low,F,5,1184
815,F,Ship,6,2,226,4,high,F,7,5600
816,F,Ship,3,2,167,2,low,M,3,4722
817,F,Flight,5,3,255,3,medium,F,8,5983
818,A,Ship,3,2,146,6,medium,F,62,1162
819,F,Ship,3,2,143,4,medium,F,7,4486
820,A,Ship,4,4,146,4,low,M,12,1899
821,B,Ship,3,1,254,3,medium,M,6,3496
822,D,Flight,4,4,178,3,low,F,1,1165
823,F,Ship,3,2,188,6,medium,F,1,4856
824,C,Ship,5,2,141,3,high,F,34,1020
825,A,Ship,3,2,177,2,medium,F,23,1929
826,B,Ship,3,5,133,3,medium,M,7,4314
827,F,Road,2,2,150,3,low,F,6,5854
828,F,Ship,5,1,120,3,low,M,7,4381
829,F,Ship,4,1,245,5,low,F,3,1537
830,C,Ship,4,5,183,4,low,M,3,5881
831,F,Ship,5,5,151,3,medium,M,2,5506
832,F,Road,4,2,212,3,low,F,3,4555
833,B,Road,3,2,271,2,medium,M,6,5280
834,A,Ship,6,3,281,4,medium,F,8,1884
835,F,Ship,5,3,187,3,low,F,3,4343
836,F,Flight,4,2,182,3,medium,M,14,3413
837,A,Ship,3,5,258,3,low,F,5,4494
838,D,Flight,4,1,140,4,low,M,6,5067
839,F,Ship,5,2,195,6,low,M,35,1852
840,D,Ship,4,2,271,3,medium,M,50,3448
841,A,Ship,3,4,198,2,low,M,25,2774
842,A,Flight,5,4,154,2,medium,M,10,5670
843,F,Ship,3,4,179,2,low,F,2,4931
844,B,Ship,5,5,161,3,high,F,7,5338
845,F,Ship,4,3,247,2,medium,F,3,4862
846,A,Ship,5,2,173,4,high,F,9,4307
847,D,Ship,4,1,200,2,low,M,5,5072
848,D,Ship,3,5,252,2,high,M,4,4098
849,A,Ship,4,2,245,3,low,F,5,5226
850,F,Ship,4,1,132,6,high,M,8,4902
851,B,Flight,4,2,192,3,medium,F,3,4922
852,A,Flight,3,2,180,4,medium,M,52,1329
853,C,Flight,4,3,210,3,low,F,46,2344
854,D,Flight,4,4,132,3,medium,F,5,4613
855,F,Ship,3,1,185,3,low,M,61,3280
856,B,Flight,4,2,199,3,low,M,4,4070
857,A,Ship,2,1,139,2,medium,F,2,4520
858,B,Flight,5,4,229,2,medium,M,9,3667
859,F,Ship,5,2,164,3,medium,F,6,4302
860,B,Ship,3,1,211,3,high,F,7,5178
861,B,Ship,4,4,152,3,low,M,8,4430
862,F,Ship,4,3,212,4,low,M,28,2422
863,F,Ship,6,5,237,5,high,F,63,2573
864,F,Road,4,2,186,10,low,M,45,3722
865,F,Flight,3,1,192,2,low,M,6,4056
866,C,Ship,3,1,139,2,medium,M,2,4534
867,B,Ship,3,3,229,3,medium,F,8,4549
868,F,Ship,2,3,189,4,low,M,34,3355
869,B,Ship,3,4,266,3,medium,M,9,5908
870,B,Ship,3,3,198,2,low,M,8,4620
871,A,Ship,5,4,250,6,low,F,1,4343
872,B,Ship,5,3,250,5,low,M,12,2722
873,F,Ship,3,1,252,2,low,M,4,5559
874,D,Ship,4,3,133,2,low,M,9,4145
875,A,Ship,3,2,206,2,low,F,7,4185
876,F,Ship,6,4,271,4,low,F,6,1503
877,F,Ship,4,1,209,4,medium,F,1,5057
878,D,Ship,7,2,291,4,low,F,8,1275
879,F,Flight,2,4,221,5,medium,M,4,4034
880,C,Road,3,3,274,2,medium,F,59,3436
881,B,Ship,5,4,214,3,low,M,52,3403
882,C,Ship,4,1,156,2,low,M,8,5488
883,A,Ship,4,2,262,2,low,F,37,3523
884,F,Flight,6,2,205,5,high,M,6,4756
885,A,Road,4,5,182,3,medium,F,2,4473
886,F,Road,3,1,119,2,low,F,10,4146
887,F,Ship,6,3,202,4,medium,F,6,4249
888,D,Road,4,4,184,4,medium,M,8,2306
889,B,Ship,3,1,254,4,low,F,33,2542
890,F,Ship,6,5,176,3,low,F,10,5307
891,F,Ship,5,1,193,6,medium,F,4,5964
892,A,Ship,5,2,241,3,low,F,10,4244
893,A,Ship,5,5,259,6,low,M,5,1382
894,D,Road,4,5,142,2,low,M,2,4472
895,A,Ship,5,1,215,4,low,F,56,3905
896,D,Ship,4,2,243,5,medium,F,8,1922
897,A,Ship,3,1,204,3,medium,M,4,5900
898,F,Road,3,5,234,2,medium,F,1,4455
899,B,Ship,5,3,194,3,low,M,7,5545
900,A,Flight,3,1,222,3,medium,F,8,4650
901,F,Road,4,5,248,3,low,F,2,5310
902,F,Ship,4,5,296,2,medium,M,1,1678
903,F,Ship,4,2,244,2,medium,M,15,2857
904,C,Ship,2,3,257,2,low,F,1,5331
905,F,Road,3,2,236,3,medium,M,8,5783
906,F,Ship,4,1,249,3,low,M,4,5253
907,A,Ship,3,2,144,4,medium,M,8,4867
908,B,Ship,4,3,235,6,medium,M,2,4689
909,F,Ship,5,2,235,3,low,M,14,2984
910,D,Ship,5,1,170,4,low,F,4,4855
911,A,Ship,3,3,140,2,medium,F,30,1547
912,F,Road,5,2,168,2,medium,M,20,1539
913,B,Road,3,5,194,4,medium,F,21,2695
914,F,Ship,3,2,262,3,low,M,54,3150
915,B,Flight,3,2,189,3,medium,F,2,4152
916,D,Ship,6,4,237,5,medium,F,2,5437
917,F,Road,4,5,235,3,medium,F,22,2015
918,A,Road,4,5,229,5,low,F,3,1954
919,A,Flight,3,3,178,4,high,M,3,4154
920,B,Ship,3,1,169,10,medium,F,15,1107
921,F,Ship,6,3,255,4,low,M,6,1654
922,B,Road,6,1,237,5,medium,M,3,5299
923,F,Ship,5,2,173,2,low,M,7,5836
924,B,Road,2,1,115,3,high,M,42,1247
925,A,Flight,3,3,206,2,medium,M,62,3558
926,F,Ship,6,4,284,4,low,F,9,1845
927,F,Ship,2,5,246,5,low,M,46,2437
928,F,Ship,6,4,217,4,medium,F,4,4247
929,F,Ship,6,4,222,8,low,F,1,5808
930,D,Ship,4,1,139,3,low,F,1,5502
931,A,Ship,5,5,264,8,high,F,10,5759
932,F,Ship,5,5,104,4,high,F,9,5652
933,C,Road,4,3,153,4,low,M,4,5161
934,C,Flight,4,4,264,5,low,M,3,1782
935,F,Ship,2,2,162,3,high,M,10,4489
936,A,Road,4,5,199,3,low,M,2,4462
937,B,Ship,4,3,163,3,low,F,10,5002
938,F,Road,3,1,187,3,medium,F,1,5541
939,F,Ship,4,5,149,3,low,M,9,4953
940,F,Ship,3,1,146,3,medium,M,16,1714
941,A,Ship,3,2,149,3,medium,F,7,4049
942,F,Ship,4,4,224,4,medium,F,2,4503
943,F,Ship,3,5,271,4,low,M,3,5831
944,B,Ship,3,4,231,6,medium,F,3,5910
945,A,Ship,4,3,248,6,medium,M,5,4212
946,B,Ship,4,4,275,3,low,M,10,5674
947,F,Road,3,2,185,4,low,F,8,5545
948,C,Ship,5,1,271,5,low,F,4,1557
949,C,Ship,4,5,146,4,low,F,25,1606
950,B,Flight,5,1,207,3,low,F,1,4112
951,D,Ship,3,4,232,2,low,F,8,5629
952,A,Ship,6,4,197,5,medium,M,4,5889
953,F,Ship,3,3,204,4,high,M,9,4712
954,C,Ship,5,1,252,4,medium,M,4,1837
955,D,Ship,5,2,243,3,low,F,8,4133
956,A,Ship,3,1,142,4,medium,M,7,4780
957,B,Ship,3,4,169,3,low,F,4,5716
958,A,Ship,5,2,254,5,high,M,6,1491
959,F,Flight,4,4,260,5,low,F,5,1178
960,F,Ship,6,3,245,4,medium,M,3,1772
961,D,Ship,5,4,176,3,medium,M,10,5456
962,F,Ship,5,5,244,6,low,F,1,1222
963,B,Ship,3,5,212,4,low,F,9,5791
964,D,Ship,5,1,207,2,high,M,3,4083
965,B,Ship,4,3,271,4,low,F,24,3499
966,C,Road,6,1,246,4,medium,M,4,1504
967,B,Flight,6,5,244,4,medium,F,4,1648
968,F,Ship,4,3,250,3,high,F,4,5272
969,B,Road,3,5,244,5,medium,F,10,4163
970,F,Ship,4,1,165,3,medium,M,51,1293
971,B,Ship,3,2,158,2,medium,F,8,5907
972,C,Ship,6,5,217,4,low,F,2,4073
973,A,Ship,3,3,218,3,low,M,3,2255
974,C,Ship,4,5,186,3,low,F,16,2693
975,D,Road,4,4,231,2,low,F,4,5825
976,A,Ship,3,3,141,2,medium,F,48,1758
977,F,Road,3,1,268,3,medium,M,3,3040
978,D,Flight,5,4,135,2,low,M,5,5834
979,C,Ship,3,1,196,2,low,M,10,4141
980,C,Road,6,3,246,4,medium,F,8,1741
981,F,Ship,4,2,223,3,medium,M,3,5121
982,D,Ship,3,2,232,2,low,F,58,2054
983,A,Ship,5,2,158,3,medium,M,16,1499
984,F,Ship,6,2,281,2,medium,F,9,1715
985,D,Ship,4,3,180,3,medium,M,5,4038
986,A,Ship,6,3,210,4,medium,M,9,5440
987,C,Ship,3,5,181,4,high,F,1,4971
988,D,Road,3,4,273,4,medium,M,4,5361
989,B,Ship,4,3,175,3,low,F,2,5208
990,C,Ship,5,5,141,3,high,M,41,1367
991,F,Ship,4,2,257,2,low,M,7,5325
992,F,Ship,6,3,256,4,low,F,9,1212
993,C,Ship,4,4,245,3,medium,F,7,4480
994,B,Ship,5,5,232,3,low,F,5,5338
995,D,Ship,3,5,194,3,low,M,6,4295
996,F,Ship,2,1,203,4,medium,F,4,4145
997,C,Ship,5,2,198,5,low,M,65,1994
998,F,Ship,5,5,192,3,medium,M,5,4942
999,B,Ship,3,2,198,5,medium,F,6,5443
1000,B,Road,5,1,238,3,low,M,32,3832
1001,A,Ship,3,5,146,5,high,F,7,4538
1002,F,Ship,4,1,245,5,medium,M,1,1472
1003,B,Ship,5,3,190,3,high,M,45,2628
1004,F,Ship,4,4,212,2,medium,M,5,4774
1005,F,Ship,3,4,106,6,medium,F,7,4621
1006,C,Flight,3,2,224,3,medium,M,63,2085
1007,B,Ship,4,1,138,2,low,M,28,1528
1008,F,Ship,3,5,169,3,low,F,6,5397
1009,A,Flight,6,2,243,4,high,M,2,1665
1010,D,Ship,5,4,222,3,medium,F,10,4663
1011,F,Ship,3,2,154,3,low,F,56,1136
1012,A,Ship,4,1,259,3,low,M,9,5148
1013,A,Ship,7,2,289,4,low,M,5,1918
1014,B,Road,6,3,274,6,medium,F,1,4632
1015,C,Road,4,2,246,5,low,F,10,1720
1016,A,Ship,3,1,255,2,medium,M,42,3459
1017,F,Ship,4,4,149,2,medium,F,9,4605
1018,B,Ship,5,2,232,6,medium,F,3,1540
1019,D,Road,3,3,158,3,low,F,2,5205
1020,D,Ship,6,1,222,5,medium,M,26,3137
1021,F,Ship,2,2,158,3,low,M,28,1968
1022,D,Ship,4,4,140,3,medium,M,11,1911
1023,B,Ship,4,3,261,3,medium,M,1,4590
1024,D,Ship,5,2,274,4,medium,F,7,4929
1025,B,Ship,3,4,270,3,medium,F,10,5417
1026,B,Ship,6,4,283,4,low,F,8,1480
1027,F,Ship,3,4,153,4,low,M,5,5604
1028,D,Road,3,4,194,2,medium,M,7,5553
1029,A,Ship,3,4,209,2,low,M,62,2935
1030,D,Ship,5,3,210,3,high,F,4,4819
1031,F,Ship,4,4,220,3,low,F,4,5622
1032,A,Ship,7,5,301,4,low,F,7,1727
1033,F,Ship,4,1,234,3,high,M,10,4375
1034,C,Ship,4,4,132,4,medium,F,44,1692
1035,B,Ship,3,3,250,3,low,M,9,4993
1036,D,Ship,4,2,274,3,medium,F,7,4477
1037,C,Ship,2,2,267,3,medium,M,15,2481
1038,F,Road,4,5,129,5,medium,M,7,5554
1039,F,Ship,3,1,268,3,low,M,2,4746
1040,C,Flight,2,1,173,2,high,M,1,4135
1041,C,Road,2,2,127,3,low,M,13,1128
1042,D,Ship,4,5,248,5,low,F,6,1754
1043,F,Flight,2,3,263,3,medium,F,10,4779
1044,C,Ship,3,3,257,3,low,M,64,3103
1045,B,Ship,5,3,167,3,low,F,51,1573
1046,F,Ship,2,3,134,3,low,M,6,4444
1047,A,Ship,6,1,103,4,low,M,2,5089
1048,F,Road,5,4,229,2,medium,F,10,5001
1049,B,Ship,4,3,271,3,medium,M,1,4137
1050,A,Ship,6,3,175,5,medium,F,64,1860
1051,A,Road,4,1,241,3,medium,F,61,3812
1052,A,Road,5,2,249,5,medium,M,6,1298
1053,B,Road,6,2,161,4,low,F,9,1377
1054,B,Flight,5,3,260,5,medium,M,8,1001
1055,A,Flight,2,5,189,2,low,M,38,3708
1056,F,Ship,5,4,256,5,low,M,2,1723
1057,F,Ship,3,2,199,3,medium,F,10,5768
1058,F,Flight,4,5,263,3,medium,F,6,5445
1059,C,Ship,4,3,231,3,medium,M,8,4991
1060,F,Ship,5,2,243,5,medium,F,4,1013
1061,C,Ship,3,2,182,3,medium,F,39,3828
1062,D,Ship,3,3,231,3,medium,F,9,4623
1063,F,Ship,6,1,303,4,medium,F,10,1003
1064,F,Ship,3,3,238,4,medium,M,57,3537
1065,B,Ship,3,5,208,3,low,F,41,3977
1066,C,Ship,4,2,237,3,low,M,2,5277
1067,F,Ship,6,3,247,4,low,F,6,1537
1068,B,Ship,3,3,174,2,low,F,1,5556
1069,F,Flight,5,4,147,3,medium,M,23,1132
1070,A,Flight,6,4,266,4,low,M,3,1503
1071,F,Ship,3,2,224,3,medium,M,2,4015
1072,D,Ship,3,3,254,2,high,M,17,3153
1073,A,Ship,4,5,240,3,low,F,9,5794
1074,C,Road,4,5,189,2,low,F,15,2457
1075,C,Ship,4,5,270,2,low,F,34,2821
1076,A,Ship,3,4,234,2,medium,M,46,3108
1077,A,Ship,2,5,117,3,low,M,44,1192
1078,A,Ship,4,5,233,2,medium,M,10,5865
1079,F,Ship,6,1,142,5,low,F,30,1464
1080,F,Ship,4,4,207,2,medium,M,35,2596
1081,F,Road,3,3,242,3,low,F,8,4199
1082,A,Ship,4,5,157,4,low,F,8,4344
1083,A,Ship,3,5,251,2,high,M,23,2426
1084,A,Ship,6,1,283,4,low,M,8,1404
1085,B,Flight,5,1,236,5,low,M,8,1441
1086,C,Flight,4,3,213,2,low,M,27,2034
1087,A,Ship,3,1,247,2,low,M,7,5557
1088,C,Ship,3,4,205,8,medium,F,5,4869
1089,A,Flight,4,3,170,2,low,M,2,5607
1090,B,Flight,3,4,179,2,medium,M,5,1340
1091,B,Flight,4,3,204,3,medium,M,2,5010
1092,B,Flight,6,2,288,4,medium,M,9,1405
